Model         : resnetbase
  load_state  : 
Dataset       : MaskDatasetA
  train_len         15120
  test_len           3780
Train_trans   : A_random_trans
Test_trans    : A_just_tensor
Start_Date    : 20210826_031737
Device        : cuda:0
CLASS_NUM     : 18
NUM_WORKERS   : 4
BATCH_SIZE    : 32
NUM_EPOCH     : 100
SAVE_INTERVAL : 3



[TRAIN] Epoch 091 // (avg) Loss : 0.093, Accuracy : 0.969, F1 : 0.291
[TEST ] Epoch 091 // (avg) Loss : 0.592, Accuracy : 0.850, F1 : 0.292
[TRAIN] Epoch 092 // (avg) Loss : 0.092, Accuracy : 0.968, F1 : 0.291
[TEST ] Epoch 092 // (avg) Loss : 0.639, Accuracy : 0.824, F1 : 0.282
[TRAIN] Epoch 093 // (avg) Loss : 0.104, Accuracy : 0.963, F1 : 0.291
[TEST ] Epoch 093 // (avg) Loss : 0.998, Accuracy : 0.641, F1 : 0.286
[TRAIN] Epoch 094 // (avg) Loss : 0.113, Accuracy : 0.960, F1 : 0.291
[TEST ] Epoch 094 // (avg) Loss : 0.737, Accuracy : 0.779, F1 : 0.292
[TRAIN] Epoch 095 // (avg) Loss : 0.081, Accuracy : 0.972, F1 : 0.291
[TEST ] Epoch 095 // (avg) Loss : 0.552, Accuracy : 0.857, F1 : 0.292
[TRAIN] Epoch 096 // (avg) Loss : 0.084, Accuracy : 0.969, F1 : 0.291
[TEST ] Epoch 096 // (avg) Loss : 0.770, Accuracy : 0.776, F1 : 0.284
[TRAIN] Epoch 097 // (avg) Loss : 0.085, Accuracy : 0.970, F1 : 0.291
[TEST ] Epoch 097 // (avg) Loss : 0.767, Accuracy : 0.785, F1 : 0.288
[TRAIN] Epoch 098 // (avg) Loss : 0.087, Accuracy : 0.969, F1 : 0.291
[TEST ] Epoch 098 // (avg) Loss : 0.825, Accuracy : 0.763, F1 : 0.286
[TRAIN] Epoch 099 // (avg) Loss : 0.094, Accuracy : 0.966, F1 : 0.291
[TEST ] Epoch 099 // (avg) Loss : 0.669, Accuracy : 0.804, F1 : 0.289



################################################################################
:::학습종료:::
최고 accuracy : 0.8574073910713196, 최저 loss : 0.0, 최고 F1 : 0.29833492636680603
################################################################################

test inference is done!
